Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,95 % CI,Lower CI,Upper CI,FIPS,Geolocation,Region,State Abbreviation,Census Division,CI Available Flag,Data Value Category,Year Group
2021,Kentucky,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",6.3,4.4-10.6,4.4,10.6,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Low,2020-2024
2021,Kentucky,Mobility Limitations,"Prevalence of Self-reported Mobility Limitations in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),41.9,37.1-46.7,37.1,37.1,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Race-Ethnicity,Non-Hispanic Black,Age,18+,Total,Rate (per 100),Rate (per 100),18.2,12.4-24.1,12.4,24.1,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Coronary Heart Disease,"Prevalence of Self-reported Coronary Heart Disease in Adults with Diabetes, Aged 18 Years or Older",Sex,Females,Not Stratified,Overall,Overall,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),16.6,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Medium,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Rate (per 100),Rate (per 100),13.8,12.6-15.1,12.6,15.1,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Rural and Urban Areas,Urban,Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),356.1,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65+,Total,Total Cases,Total Cases,"50,540",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65+,Total,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"28,160",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Estimated Events Attributable to Diabetes,Events ATD (in thousands),220,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Mobility Limitations,"Prevalence of Self-reported Mobility Limitations in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases (in thousands),Cases (in thousands),204,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,High Blood Pressure,"Prevalence of Self-reported High Blood Pressure in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases Attributable to Diabetes (in thousands),Cases ATD (in thousands),152.6,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,65-74,65-74,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",30.5,23.0-38.0,23,38,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases (in thousands),Cases (in thousands),94.3,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Income,Middle Income ($35-<$75k),Age,18+,Total,Rate (per 100),Rate (per 100),13.4,10.8-15.9,10.8,15.9,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Urban Areas,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),23,22.3-22.9,22.3,22.3,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Total Cases,Total Cases,"40,402",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Income,Low Income (<$35k),Age,18+,Total,Rate (per 100),Rate (per 100),20.7,17.8-23.5,17.8,23.5,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Rural Areas,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),21,20.1-21.1,20.1,20.1,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Total Events,Total Events,"2,760",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,75+,75+,Estimated Events Attributable to Diabetes,Events ATD (in thousands),690,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Severe Vision Impairment or Blindness,"Prevalence of Self-reported Severe Vision Impairment or Blindness in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases Attributable to Diabetes (in thousands),Cases ATD (in thousands),19.6,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Medium,2020-2024
2021,Kentucky,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Rural Areas,Not Stratified,Overall,Overall,Total Cases (in thousands),Total Cases (in thousands),25,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Medium,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,75+,75+,Total Cases,Total Cases,"12,852",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,Estimated Events Attributable to Diabetes,Events ATD (in thousands),760,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"13,500",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"27,910",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,75+,75+,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",32.3,25.5-39.1,25.5,39.1,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Race-Ethnicity,Non-Hispanic Other Races,Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),15.6,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Medium,2020-2024
2021,Kentucky,Mobility Limitations,"Prevalence of Self-reported Mobility Limitations in Adults with Diabetes, Aged 18 Years or Older",Sex,Males,Not Stratified,Overall,Overall,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),32.4,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Medium,2020-2024
2021,Kentucky,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Males,Not Stratified,Overall,Overall,Crude Rate,Crude Rate (per 100),16.4,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Medium,2020-2024
2021,Kentucky,High Cholesterol,"Prevalence of Self-reported High Cholesterol in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases Attributable to Diabetes (in thousands),Cases ATD (in thousands),126.6,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,High Blood Pressure,"Prevalence of Self-reported High Blood Pressure in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18-64,18-64,Estimated Cases (in thousands),Cases (in thousands),224,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Urban Areas,Not Stratified,Overall,Overall,Total Cases (in thousands),Total Cases (in thousands),66,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Overall,Age,18-44,18-44,Estimated Cases (in thousands),Estimated Cases (in thousands),76.2,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",22.6,19.5-25.8,19.5,25.8,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,75+,75+,Total Cases,Total Cases,"42,073",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,75+,75+,Total Cases,Total Cases,"27,028",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Race-Ethnicity,Non-Hispanic White,Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),405.8,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"15,280",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,High Blood Pressure,"Prevalence of Self-reported High Blood Pressure in Adults with Diabetes, Aged 18 Years or Older",Sex,Females,Not Stratified,Overall,Overall,Crude Rate (per 100),Crude Rate (per 100),78.4,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Hispanic,Not Stratified,Overall,Overall,Total Events,Total Events,99,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Crude Rate (per 100),Crude Rate (per 100),21.5,21.2-21.9,21.2,21.2,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Medium,2020-2024
2021,Kentucky,Coronary Heart Disease,"Prevalence of Self-reported Coronary Heart Disease in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases Attributable to Diabetes (in thousands),Cases ATD (in thousands),56.2,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Limitations in Instrumental Activities of Daily Living,"Prevalence of Self-reported Limitations in Instrumental Activities of Daily Living (IADL) in Adults with Diabetes, Aged 18 Years or Older",Sex,Females,Not Stratified,Overall,Overall,Crude Rate,Crude Rate (per 100),22.4,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Medium,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"2,390",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65-74,65-74,Total Cases,Total Cases,"39,396",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Income,Middle Income ($35-<$75k),Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),120.6,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65-74,65-74,Total Cases,Total Cases,"23,512",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,High Blood Pressure,"Prevalence of Self-reported High Blood Pressure in Adults with Diabetes, Aged 18 Years or Older",Sex,Overall,Age,18+,Total,Estimated Cases (in thousands),Cases (in thousands),374.6,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"1,730",Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Not Available,2020-2024
2021,Kentucky,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Income,Low Income (<$35k),Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),193.2,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,High,2020-2024
2021,Kentucky,Peripheral Vascular Disease,"Prevalence of Peripheral Vascular Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Rural and Urban Areas,Rural Areas,Not Stratified,Overall,Overall,Total Cases (in thousands),Total Cases (in thousands),13,Not Available,Not Available,Not Available,21,POINT (-84.774971 37.64597),South,KY,East South Central,No,Low,2020-2024
