Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group,Location Type
2021,Minnesota,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.6,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024,State
2021,Tennessee,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),42,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024,State
2021,Utah,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,9.7,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024,State
2021,North Carolina,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,669,37,POINT (-79.15925 35.466221),South,NC,South Atlantic,Yes,High,2020-2024,State
2021,South Dakota,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,6,46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,Low,2020-2024,State
2021,Alaska,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,45-64,45-64,Average YPLLs due to Diabetes,Average YPLLs ATD,4.8,02,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024,State
2021,Maine,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,0,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Low,2020-2024,State
2021,Florida,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),756,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,High,2020-2024,State
2021,Montana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,410,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,High,2020-2024,State
2021,Mississippi,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,486,28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,High,2020-2024,State
2021,Ohio,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,44,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Medium,2020-2024,State
2021,Iowa,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Average YPLLs due to Diabetes,Average YPLLs ATD,7.2,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Low,2020-2024,State
2021,New Jersey,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,860,34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,High,2020-2024,State
2021,Tennessee,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.6,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2020-2024,State
2021,North Dakota,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,65-74,65-74,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,2.6,38,POINT (-100.118421 47.47532),Midwest,ND,West North Central,Yes,Low,2020-2024,State
2021,Delaware,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,122,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Medium,2020-2024,State
2021,Ohio,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Average YPLLs due to Diabetes,Average YPLLs ATD,7.2,39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,Low,2020-2024,State
2021,Florida,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,95,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Medium,2020-2024,State
2021,District of Columbia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,292,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,High,2020-2024,District
2021,New Mexico,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,270,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,High,2020-2024,State
2021,Wisconsin,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,259,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,High,2020-2024,State
2021,Florida,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,45-64,45-64,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),3.5,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Low,2020-2024,State
2021,Ohio,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,"7,070",39,POINT (-82.40426 40.06021),Midwest,OH,East North Central,Yes,High,2020-2024,State
2021,Oklahoma,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,500,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,High,2020-2024,State
2021,West Virginia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,570,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,High,2020-2024,State
2021,Texas,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,75+,75+,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),284.4,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,High,2020-2024,State
2021,Montana,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,665,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,High,2020-2024,State
2021,Washington,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),43,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,Medium,2020-2024,State
2021,New York,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,65-74,65-74,Number of Persons with Diabetes (in thousands),PWD (in thousands),216,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,High,2020-2024,State
2021,District of Columbia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,60,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024,District
2021,Wyoming,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),16,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024,State
2021,Missouri,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),249,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,High,2020-2024,State
2021,Wyoming,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,45-64,45-64,Average YPLLs due to Diabetes,Average YPLLs ATD,4.7,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,Low,2020-2024,State
2021,Washington,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,270,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024,State
2021,Maine,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,28,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Medium,2020-2024,State
2021,Maryland,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18-44,18-44,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.2,24,POINT (-76.60926 39.290581),South,MD,South Atlantic,Yes,Low,2020-2024,State
2021,Illinois,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,34,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Medium,2020-2024,State
2021,Alaska,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,71,02,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Medium,2020-2024,State
2021,Alaska,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,5.5,02,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Low,2020-2024,State
2021,Connecticut,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15-44,15-44,"Deaths per 100,000","Deaths per 100,000",4,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Low,2020-2024,State
2021,Arizona,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Number of Deaths,Number of Deaths,532,04,POINT (-111.763811 34.86597),West,AZ,Mountain,Yes,High,2020-2024,State
2021,North Carolina,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,"7,160",37,POINT (-79.15925 35.466221),South,NC,South Atlantic,Yes,High,2020-2024,State
2021,Nebraska,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.6,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Low,2020-2024,State
2021,Kentucky,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),2.1,21,POINT (-84.774971 37.64597),South,KY,East South Central,Yes,Low,2020-2024,State
2021,New Jersey,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,20,34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Georgia,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,75+,75+,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,1.4,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Low,2020-2024,State
2021,Georgia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),"1,026",13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024,State
2021,Massachusetts,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),258,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024,State
2021,Georgia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Average YPLLs due to Diabetes,Average YPLLs ATD,1.5,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Low,2020-2024,State
2021,Indiana,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,75+,75+,Number of Deaths,Number of Deaths,531,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,High,2020-2024,State
2021,Idaho,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Number of Persons with Diabetes (in thousands),PWD (in thousands),68,16,POINT (-114.36373 43.68263),West,ID,Mountain,Yes,Medium,2020-2024,State
2021,Minnesota,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,24,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Medium,2020-2024,State
2021,New York,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),515.6,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,High,2020-2024,State
2021,South Dakota,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,0,46,POINT (-100.373531 44.35313),Midwest,SD,West North Central,Yes,Low,2020-2024,State
2021,Tennessee,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,95,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024,State
2021,Montana,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",190,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,High,2020-2024,State
2021,South Carolina,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,"1,230",45,POINT (-81.045371 33.998821),South,SC,South Atlantic,Yes,High,2020-2024,State
2021,Wisconsin,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Number of Persons with Diabetes (in thousands),PWD (in thousands),23,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Medium,2020-2024,State
2021,Alabama,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,75+,75+,All Causes of Death (Estimated),All Causes of Death,"2,600",01,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,High,2020-2024,State
2021,New York,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,121,36,POINT (-75.54397 42.827001),Northeast,NY,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Rhode Island,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,460,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,High,2020-2024,State
2021,North Carolina,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),89,37,POINT (-79.15925 35.466221),South,NC,South Atlantic,Yes,Medium,2020-2024,State
